recurring_orders.attention_banner.link.failed,View Failed,en_US
recurring_orders.attention_banner.link.failed,Fehlgeschlagene anzeigen,de_DE
recurring_orders.attention_banner.link.paused,View Paused,en_US
recurring_orders.attention_banner.link.paused,Pausierte anzeigen,de_DE
recurring_orders.attention_banner.link.review_required,View Review Required,en_US
recurring_orders.attention_banner.link.review_required,Zu prüfende anzeigen,de_DE
recurring_orders.attention_banner.message,You have %count% recurring schedule(s) that require your attention.,en_US
recurring_orders.attention_banner.message,"Sie haben %count% wiederkehrende(n) Zeitplan/Zeitpläne, die Ihre Aufmerksamkeit erfordern.",de_DE
recurring_orders.cadence.bi_weekly,Bi-weekly,en_US
recurring_orders.cadence.bi_weekly,Zweiwöchentlich,de_DE
recurring_orders.cadence.every_n_weeks,Every N weeks,en_US
recurring_orders.cadence.every_n_weeks,Alle N Wochen,de_DE
recurring_orders.cadence.monthly,Monthly,en_US
recurring_orders.cadence.monthly,Monatlich,de_DE
recurring_orders.cadence.weekly,Weekly,en_US
recurring_orders.cadence.weekly,Wöchentlich,de_DE
recurring_orders.checkout.cadence_label,Frequency,en_US
recurring_orders.checkout.cadence_label,Häufigkeit,de_DE
recurring_orders.checkout.cadence_placeholder,Select frequency,en_US
recurring_orders.checkout.cadence_placeholder,Häufigkeit auswählen,de_DE
recurring_orders.checkout.cadence_value_label,Interval (weeks),en_US
recurring_orders.checkout.cadence_value_label,Intervall (Wochen),de_DE
recurring_orders.checkout.confirm_button,Confirm,en_US
recurring_orders.checkout.confirm_button,Bestätigen,de_DE
recurring_orders.checkout.enable_description,"Get this order delivered automatically on your schedule. Skip and cancel anytime.",en_US
recurring_orders.checkout.enable_description,"Lassen Sie sich diese Bestellung automatisch nach Ihrem Zeitplan liefern. Jederzeit überspringen und stornieren.",de_DE
recurring_orders.checkout.enable_label,Set up as recurring order,en_US
recurring_orders.checkout.enable_label,Als wiederkehrende Bestellung einrichten,de_DE
recurring_orders.checkout.remove_button,Remove,en_US
recurring_orders.checkout.remove_button,Entfernen,de_DE
recurring_orders.checkout.schedule_name_label,Schedule name,en_US
recurring_orders.checkout.schedule_name_label,Name des Zeitplans,de_DE
recurring_orders.checkout.section_title,Recurring Order,en_US
recurring_orders.checkout.section_title,Wiederkehrende Bestellung,de_DE
recurring_orders.detail.access_denied,You do not have access to this recurring order.,en_US
recurring_orders.detail.access_denied,Sie haben keinen Zugriff auf diese wiederkehrende Bestellung.,de_DE
recurring_orders.detail.actions.cancel,Cancel Schedule,en_US
recurring_orders.detail.actions.cancel,Zeitplan abbrechen,de_DE
recurring_orders.detail.actions.pause,Pause,en_US
recurring_orders.detail.actions.pause,Pausieren,de_DE
recurring_orders.detail.actions.resume,Resume,en_US
recurring_orders.detail.actions.resume,Fortsetzen,de_DE
recurring_orders.detail.actions.retry,Retry Again,en_US
recurring_orders.detail.actions.retry,Erneut versuchen,de_DE
recurring_orders.detail.actions.review,Review,en_US
recurring_orders.detail.actions.review,Überprüfen,de_DE
recurring_orders.detail.actions.skip,Skip This Execution,en_US
recurring_orders.detail.actions.skip,Diese Ausführung überspringen,de_DE
recurring_orders.detail.cancel.modal.title,Cancel Schedule?,en_US
recurring_orders.detail.cancel.modal.title,Zeitplan abbrechen?,de_DE
recurring_orders.detail.cancel.modal.warning,This action is permanent. The schedule will stop immediately and cannot be reactivated.,en_US
recurring_orders.detail.cancel.modal.warning,Diese Aktion ist dauerhaft. Der Zeitplan wird sofort gestoppt und kann nicht reaktiviert werden.,de_DE
recurring_orders.detail.error.failed.title,The last order attempt failed for the following reasons:,en_US
recurring_orders.detail.error.failed.title,Der letzte Bestellversuch ist aus den folgenden Gründen fehlgeschlagen:,de_DE
recurring_orders.detail.estimated_total.info,Estimated Grand Total displays the sum of order items excl. shipping costs or discounts.,en_US
recurring_orders.detail.estimated_total.info,Der geschätzte Gesamtbetrag enthält die Summe der Artikel ohne Versandkosten oder Rabatte.,de_DE
recurring_orders.detail.estimated_total.label,Estimated Total,en_US
recurring_orders.detail.estimated_total.label,Geschätzter Gesamtbetrag,de_DE
recurring_orders.detail.skip.modal.title,Skip this execution?,en_US
recurring_orders.detail.skip.modal.title,Diese Ausführung überspringen?,de_DE
recurring_orders.detail.skip.modal.execution_being_skipped,Execution being skipped,en_US
recurring_orders.detail.skip.modal.execution_being_skipped,Übersprungene Ausführung,de_DE
recurring_orders.detail.skip.modal.next_scheduled_execution,Next scheduled execution,en_US
recurring_orders.detail.skip.modal.next_scheduled_execution,Nächste geplante Ausführung,de_DE
recurring_orders.detail.skip.modal.summary,The %skippedDate% order will not be placed. The schedule will continue and trigger next on %nextDate%.,en_US
recurring_orders.detail.skip.modal.summary,Die Bestellung vom %skippedDate% wird nicht aufgegeben. Der Zeitplan läuft weiter und wird als Nächstes am %nextDate% ausgelöst.,de_DE
recurring_orders.detail.skip.modal.confirm,Skip this execution,en_US
recurring_orders.detail.skip.modal.confirm,Diese Ausführung überspringen,de_DE
recurring_orders.detail.history.description,View all past and upcoming executions for this schedule,en_US
recurring_orders.detail.history.description,Alle vergangenen und bevorstehenden Ausführungen für diesen Zeitplan anzeigen,de_DE
recurring_orders.detail.history.actions,Actions,en_US
recurring_orders.detail.history.actions,Aktionen,de_DE
recurring_orders.detail.history.date,Date,en_US
recurring_orders.detail.history.date,Datum,de_DE
recurring_orders.detail.history.empty,No execution history yet.,en_US
recurring_orders.detail.history.empty,Noch kein Ausführungsverlauf vorhanden.,de_DE
recurring_orders.detail.history.order_reference,Order Reference,en_US
recurring_orders.detail.history.order_reference,Bestellreferenz,de_DE
recurring_orders.detail.history.status,Status,en_US
recurring_orders.detail.history.status,Status,de_DE
recurring_orders.detail.history.title,Past scheduled orders,en_US
recurring_orders.detail.history.title,Ausführungsverlauf,de_DE
recurring_orders.detail.history.view_order,View Order,en_US
recurring_orders.detail.history.view_order,Bestellung anzeigen,de_DE
recurring_orders.detail.next_execution.paused,Schedule is paused. Resume to set next execution date.,en_US
recurring_orders.detail.next_execution.paused,"Zeitplan ist pausiert. Setzen Sie ihn fort, um das nächste Ausführungsdatum festzulegen.",de_DE
recurring_orders.detail.next_execution.title,Next Scheduled Execution,en_US
recurring_orders.detail.next_execution.title,Nächste geplante Ausführung,de_DE
recurring_orders.detail.order_items.column.product,Product,en_US
recurring_orders.detail.order_items.column.product,Produkt,de_DE
recurring_orders.detail.order_items.column.quantity,Qty,en_US
recurring_orders.detail.order_items.column.quantity,Menge,de_DE
recurring_orders.detail.order_items.column.total,Total,en_US
recurring_orders.detail.order_items.column.total,Gesamt,de_DE
recurring_orders.detail.order_items.empty,No items found.,en_US
recurring_orders.detail.order_items.empty,Keine Artikel gefunden.,de_DE
recurring_orders.detail.order_items.label,Order Items,en_US
recurring_orders.detail.order_items.label,Bestellartikel,de_DE
recurring_orders.detail.pause.modal.title,Pause Schedule?,en_US
recurring_orders.detail.pause.modal.title,Pausenplan?,de_DE
recurring_orders.detail.pause.modal.warning,Do you want to pause the schedule now?,en_US
recurring_orders.detail.pause.modal.warning,Möchten Sie den Zeitplan jetzt pausieren?,de_DE
recurring_orders.detail.resume.modal.title,Resume schedule,en_US
recurring_orders.detail.resume.modal.title,Zeitplan fortsetzen,de_DE
recurring_orders.detail.review_required.attention,Recurring order could not be processed automatically and requires your attention.,en_US
recurring_orders.detail.review_required.attention,Der wiederkehrende Auftrag konnte nicht automatisch verarbeitet werden und erfordert Ihre Aufmerksamkeit.,de_DE
recurring_orders.detail.sidebar.cadence,Cadence,en_US
recurring_orders.detail.sidebar.cadence,Häufigkeit,de_DE
recurring_orders.detail.sidebar.created,Created,en_US
recurring_orders.detail.sidebar.created,Erstellt,de_DE
recurring_orders.detail.sidebar.created_by,Created By,en_US
recurring_orders.detail.sidebar.created_by,Erstellt von,de_DE
recurring_orders.detail.sidebar.status,Status,en_US
recurring_orders.detail.sidebar.status,Status,de_DE
recurring_orders.detail.sidebar.title,Schedule Details,en_US
recurring_orders.detail.sidebar.title,Zeitplandetails,de_DE
recurring_orders.detail.source_order,Original order,en_US
recurring_orders.detail.source_order,Ursprüngliche Bestellung,de_DE
recurring_orders.detail.title,Recurring Order Details,en_US
recurring_orders.detail.title,Wiederkehrende Bestellung – Details,de_DE
recurring_orders.error.items_not_purchasable,The following items can no longer be purchased and the recurring order was not placed: %skus%,en_US
recurring_orders.error.items_not_purchasable,"Die folgenden Artikel können nicht mehr gekauft werden, und die wiederkehrende Bestellung wurde nicht aufgegeben: %skus%",de_DE
recurring_orders.history.errors.show,Show errors,en_US
recurring_orders.history.errors.show,Fehler anzeigen,de_DE
recurring_orders.history.event.cancelled,Cancelled,en_US
recurring_orders.history.event.cancelled,Abgebrochen,de_DE
recurring_orders.history.event.failed,Failed,en_US
recurring_orders.history.event.failed,Fehlgeschlagen,de_DE
recurring_orders.history.event.paused,Paused,en_US
recurring_orders.history.event.paused,Pausiert,de_DE
recurring_orders.history.event.placed,Completed,en_US
recurring_orders.history.event.placed,Abgeschlossen,de_DE
recurring_orders.history.event.resumed,Resumed,en_US
recurring_orders.history.event.resumed,Fortgesetzt,de_DE
recurring_orders.history.event.skipped,Skipped,en_US
recurring_orders.history.event.skipped,Übersprungen,de_DE
recurring_orders.item.configurable_bundle_label,Bundle: %name%,en_US
recurring_orders.item.configurable_bundle_label,Bundle: %name%,de_DE
recurring_orders.list.column.actions,Actions,en_US
recurring_orders.list.column.actions,Aktionen,de_DE
recurring_orders.list.column.frequency,Frequency,en_US
recurring_orders.list.column.frequency,Häufigkeit,de_DE
recurring_orders.list.column.name,Schedule Name,en_US
recurring_orders.list.column.name,Zeitplanname,de_DE
recurring_orders.list.column.next_order_date,Next Order Date,en_US
recurring_orders.list.column.next_order_date,Nächstes Bestelldatum,de_DE
recurring_orders.list.column.status,Status,en_US
recurring_orders.list.column.status,Status,de_DE
recurring_orders.list.empty,No recurring orders found.,en_US
recurring_orders.list.empty,Keine wiederkehrenden Bestellungen gefunden.,de_DE
recurring_orders.list.form.scope,Show schedules for,en_US
recurring_orders.list.form.scope,Zeitpläne anzeigen für,de_DE
recurring_orders.list.form.search,Search,en_US
recurring_orders.list.form.search,Suche,de_DE
recurring_orders.list.form.search_placeholder,Search schedules...,en_US
recurring_orders.list.form.search_placeholder,Zeitpläne suchen...,de_DE
recurring_orders.list.form.status,Status,en_US
recurring_orders.list.form.status,Status,de_DE
recurring_orders.list.form.status.all,All statuses,en_US
recurring_orders.list.form.status.all,Alle Status,de_DE
recurring_orders.list.scope.company,All Company Schedules,en_US
recurring_orders.list.scope.company,Alle Unternehmensbestellungen,de_DE
recurring_orders.list.scope.my_business_unit,My Business Unit,en_US
recurring_orders.list.scope.my_business_unit,Meine Geschäftseinheit,de_DE
recurring_orders.list.scope.my_schedules,My Schedules,en_US
recurring_orders.list.scope.my_schedules,Meine Zeitpläne,de_DE
recurring_orders.list.title,Recurring Orders,en_US
recurring_orders.list.title,Wiederkehrende Bestellungen,de_DE
recurring_orders.mail.notify_buyer_placement_failure.body.cta,Review Order,en_US
recurring_orders.mail.notify_buyer_placement_failure.body.cta,Bestellung prüfen,de_DE
recurring_orders.mail.notify_buyer_placement_failure.body.detail,Please review the order details and failure reason in your recurring orders dashboard.,en_US
recurring_orders.mail.notify_buyer_placement_failure.body.detail,Bitte überprüfen Sie die Bestelldetails und den Fehlergrund in Ihrem Dashboard für Folgebestellungen.,de_DE
recurring_orders.mail.notify_buyer_placement_failure.body.intro,"We were unable to place your recurring order ""%schedule_name%"" automatically.",en_US
recurring_orders.mail.notify_buyer_placement_failure.body.intro,"Ihre Folgebestellung ""%schedule_name%"" konnte nicht automatisch aufgegeben werden.",de_DE
recurring_orders.mail.notify_buyer_placement_failure.body.sign_off,Best regards,en_US
recurring_orders.mail.notify_buyer_placement_failure.body.sign_off,Mit freundlichen Grüßen,de_DE
recurring_orders.mail.notify_buyer_placement_failure.salutation,Hello,en_US
recurring_orders.mail.notify_buyer_placement_failure.salutation,Hallo,de_DE
recurring_orders.mail.notify_buyer_placement_failure.subject,"Recurring order ""%schedule_name%"" could not be placed",en_US
recurring_orders.mail.notify_buyer_placement_failure.subject,"Folgebestellung ""%schedule_name%"" konnte nicht aufgegeben werden",de_DE
recurring_orders.mail.notify_buyer_validation_failed.body.cta,Review Order,en_US
recurring_orders.mail.notify_buyer_validation_failed.body.cta,Bestellung überprüfen,de_DE
recurring_orders.mail.notify_buyer_validation_failed.body.detail,Please review your order details and make any necessary adjustments before the scheduled date.,en_US
recurring_orders.mail.notify_buyer_validation_failed.body.detail,Bitte überprüfen Sie Ihre Bestelldetails und nehmen Sie gegebenenfalls Anpassungen vor dem geplanten Datum vor.,de_DE
recurring_orders.mail.notify_buyer_validation_failed.body.intro,"Your recurring order ""%schedule_name%"", scheduled for %execution_date%, could not be processed automatically and requires your attention.",en_US
recurring_orders.mail.notify_buyer_validation_failed.body.intro,"Ihre wiederkehrende Bestellung ""%schedule_name%"", geplant für %execution_date%, konnte nicht automatisch verarbeitet werden und erfordert Ihre Aufmerksamkeit.",de_DE
recurring_orders.mail.notify_buyer_validation_failed.salutation,Hello,en_US
recurring_orders.mail.notify_buyer_validation_failed.salutation,Hallo,de_DE
recurring_orders.mail.notify_buyer_validation_failed.subject,"Action Required: ""%schedule_name%"" — your order needs attention",en_US
recurring_orders.mail.notify_buyer_validation_failed.subject,"Handlung erforderlich: ""%schedule_name%"" – Ihre Bestellung erfordert Aufmerksamkeit",de_DE
recurring_orders.menu_item,Recurring Orders,en_US
recurring_orders.menu_item,Wiederkehrende Bestellungen,de_DE
recurring_orders.review.all_items_removed,The order cannot be placed - all items are unavailable and the schedule cannot be executed without items.,en_US
recurring_orders.review.all_items_removed,Die Bestellung kann nicht aufgegeben werden - alle Artikel sind nicht verfügbar und der Zeitplan kann ohne Artikel nicht ausgeführt werden.,de_DE
recurring_orders.review.approve_error,The changes could not be applied. Please try again.,en_US
recurring_orders.review.approve_error,Die Änderungen konnten nicht übernommen werden. Bitte versuchen Sie es erneut.,de_DE
recurring_orders.review.approve_failed,The changes could not be applied.,en_US
recurring_orders.review.approve_failed,Die Änderungen konnten nicht übernommen werden.,de_DE
recurring_orders.review.approve_success,Your changes were applied and the order was placed.,en_US
recurring_orders.review.approve_success,Ihre Änderungen wurden übernommen und die Bestellung wurde aufgegeben.,de_DE
recurring_orders.review.back_to_detail,Back to schedule detail,en_US
recurring_orders.review.back_to_detail,Zurück zur Zeitplanübersicht,de_DE
recurring_orders.review.banner.price_change,%count% price change,en_US
recurring_orders.review.banner.price_change,%count% Preisänderung,de_DE
recurring_orders.review.banner.substituted,%count% product substituted,en_US
recurring_orders.review.banner.substituted,%count% Produkt ersetzt,de_DE
recurring_orders.review.banner.unavailable,%count% unavailable,en_US
recurring_orders.review.banner.unavailable,%count% nicht verfügbar,de_DE
recurring_orders.review.blocking.title,Cannot proceed — blocking issues,en_US
recurring_orders.review.blocking.title,Kann nicht fortfahren — blockierende Probleme,de_DE
recurring_orders.review.column.current_price,Current price,en_US
recurring_orders.review.column.current_price,Aktueller Preis,de_DE
recurring_orders.review.column.previous_price,Previous price,en_US
recurring_orders.review.column.previous_price,Vorheriger Preis,de_DE
recurring_orders.review.column.reason,Reason,en_US
recurring_orders.review.column.reason,Grund,de_DE
recurring_orders.review.cta.accept_and_place,Accept changes & place order,en_US
recurring_orders.review.cta.accept_and_place,Änderungen akzeptieren & Bestellung aufgeben,de_DE
recurring_orders.review.execution_scheduled,Execution scheduled for %date%,en_US
recurring_orders.review.execution_scheduled,Ausführung geplant für %date%,de_DE
recurring_orders.review.flagged.title,Items requiring your review,en_US
recurring_orders.review.flagged.title,Zu überprüfende Artikel,de_DE
recurring_orders.review.footer.helper,Accepting these changes will update this order and future executions of the schedule.,en_US
recurring_orders.review.footer.helper,"Wenn Sie diese Änderungen akzeptieren, werden diese Bestellung und zukünftige Ausführungen des Zeitplans aktualisiert.",de_DE
recurring_orders.review.footer.new_total,New total,en_US
recurring_orders.review.footer.new_total,Neue Summe,de_DE
recurring_orders.review.footer.summary,%removed% removals,en_US
recurring_orders.review.footer.summary,%removed% Artikel entfernt,de_DE
recurring_orders.review.invalid_form,The request could not be processed. Please review and try again.,en_US
recurring_orders.review.invalid_form,Die Anfrage konnte nicht verarbeitet werden. Bitte überprüfen Sie sie und versuchen Sie es erneut.,de_DE
recurring_orders.review.modal.accepted_prices,Accepted price changes,en_US
recurring_orders.review.modal.accepted_prices,Akzeptierte Preisänderungen,de_DE
recurring_orders.review.modal.body,Removing unavailable items and accepting updated prices will affect this order and all future executions of this schedule. These changes will become the new reference state for the recurring order going forward.,en_US
recurring_orders.review.modal.body,Das Entfernen nicht verfügbarer Artikel und das Akzeptieren aktualisierter Preise wirken sich auf diese Bestellung und alle zukünftigen Ausführungen dieses Zeitplans aus. Diese Änderungen werden zum neuen Referenzzustand der wiederkehrenden Bestellung.,de_DE
recurring_orders.review.modal.headline,Confirm order and apply changes,en_US
recurring_orders.review.modal.headline,Bestellung bestätigen und Änderungen übernehmen,de_DE
recurring_orders.review.modal.new_total,New order total,en_US
recurring_orders.review.modal.new_total,Neue Bestellsumme,de_DE
recurring_orders.review.modal.original_total,Original order total,en_US
recurring_orders.review.modal.original_total,Ursprüngliche Bestellsumme,de_DE
recurring_orders.review.modal.removed_items,Removed items,en_US
recurring_orders.review.modal.removed_items,Entfernte Artikel,de_DE
recurring_orders.review.not_available,This schedule does not require review.,en_US
recurring_orders.review.not_available,Dieser Zeitplan erfordert keine Überprüfung.,de_DE
recurring_orders.review.prices_changed,Prices changed again since you reviewed. Please review the updated order before approving.,en_US
recurring_orders.review.prices_changed,Die Preise haben sich seit Ihrer Überprüfung erneut geändert. Bitte überprüfen Sie die aktualisierte Bestellung vor der Genehmigung.,de_DE
recurring_orders.review.reason.discontinued,Discontinued,en_US
recurring_orders.review.reason.discontinued,Eingestellt,de_DE
recurring_orders.review.reason.not_approved,Not approved,en_US
recurring_orders.review.reason.not_approved,Nicht genehmigt,de_DE
recurring_orders.review.reason.price_increased,Price increased,en_US
recurring_orders.review.reason.price_increased,Preis erhöht,de_DE
recurring_orders.review.reason.price_unavailable,Price unavailable,en_US
recurring_orders.review.reason.price_unavailable,Preis nicht verfügbar,de_DE
recurring_orders.review.reason.substituted,Substituted,en_US
recurring_orders.review.reason.substituted,Ersetzt,de_DE
recurring_orders.review.reason.unavailable,Unavailable,en_US
recurring_orders.review.reason.unavailable,Nicht verfügbar,de_DE
recurring_orders.review.title,Review Required — %name%,en_US
recurring_orders.review.title,Überprüfung erforderlich — %name%,de_DE
recurring_orders.review.unchanged.title,Unchanged items (%count%),en_US
recurring_orders.review.unchanged.title,Unveränderte Artikel (%count%),de_DE
recurring_orders.review.unchanged.title.plural,%count% unchanged items,en_US
recurring_orders.review.unchanged.title.plural,%count% unveränderte Artikel,de_DE
recurring_orders.status.active,Active,en_US
recurring_orders.status.active,Aktiv,de_DE
recurring_orders.status.cancelled,Cancelled,en_US
recurring_orders.status.cancelled,Abgebrochen,de_DE
recurring_orders.status.draft,Draft,en_US
recurring_orders.status.draft,Entwurf,de_DE
recurring_orders.status.failed,Failed,en_US
recurring_orders.status.failed,Fehlgeschlagen,de_DE
recurring_orders.status.paused,Paused,en_US
recurring_orders.status.paused,Pausiert,de_DE
recurring_orders.status.review_required,Review Required,en_US
recurring_orders.status.review_required,Überprüfung erforderlich,de_DE

